CIE10,DIAGNO,CLASIFICA,CDIAG
R892,HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS NIVEL ANORMAL DE OTRAS DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS,HALLAZGOS ANORMALES EN EL EXAMEN DE OTROS LÍQUIDOS SUSTANCIAS Y TEJIDOS CORPORALES SIN DIAGNÓSTICO,R892      HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS NIVEL ANORMAL DE OTRAS DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS
R893,HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL,HALLAZGOS ANORMALES EN EL EXAMEN DE OTROS LÍQUIDOS SUSTANCIAS Y TEJIDOS CORPORALES SIN DIAGNÓSTICO,R893      HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL
R894,HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS HALLAZGOS INMUNOLOGICOS ANORMALES,HALLAZGOS ANORMALES EN EL EXAMEN DE OTROS LÍQUIDOS SUSTANCIAS Y TEJIDOS CORPORALES SIN DIAGNÓSTICO,R894      HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS HALLAZGOS INMUNOLOGICOS ANORMALES
R895,HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS HALLAZGOS MICROBIOLIGICOS ANORMALES Y POSITIVOS EN CULTIVO,HALLAZGOS ANORMALES EN EL EXAMEN DE OTROS LÍQUIDOS SUSTANCIAS Y TEJIDOS CORPORALES SIN DIAGNÓSTICO,R895      HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS HALLAZGOS MICROBIOLIGICOS ANORMALES Y POSITIVOS EN CULTIVO
R896,HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS HALLAZGOS CITOLOGICOS ANORMALES Y FROTIS ANORMAL DE PAPANICOLAOU,HALLAZGOS ANORMALES EN EL EXAMEN DE OTROS LÍQUIDOS SUSTANCIAS Y TEJIDOS CORPORALES SIN DIAGNÓSTICO,R896      HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS HALLAZGOS CITOLOGICOS ANORMALES Y FROTIS ANORMAL DE PAPANICOLAOU
R897,HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS HALLAZGOS HISTOLOGICOS ANORMALES,HALLAZGOS ANORMALES EN EL EXAMEN DE OTROS LÍQUIDOS SUSTANCIAS Y TEJIDOS CORPORALES SIN DIAGNÓSTICO,R897      HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS HALLAZGOS HISTOLOGICOS ANORMALES
R898,HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS OTROS HALLAZGOSANORMALES HALLAZGOS CROMOSOMICOS ANORMALES,HALLAZGOS ANORMALES EN EL EXAMEN DE OTROS LÍQUIDOS SUSTANCIAS Y TEJIDOS CORPORALES SIN DIAGNÓSTICO,R898      HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS OTROS HALLAZGOSANORMALES HALLAZGOS CROMOSOMICOS ANORMALES
R899,HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS HALLAZGOS ANORMALES NO ESPECIFICADOS,HALLAZGOS ANORMALES EN EL EXAMEN DE OTROS LÍQUIDOS SUSTANCIAS Y TEJIDOS CORPORALES SIN DIAGNÓSTICO,R899      HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS SISTEMAS Y TEJIDOS HALLAZGOS ANORMALES NO ESPECIFICADOS
R90,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL SISTEMA NERVIOSO CENTRAL,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R90       HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL SISTEMA NERVIOSO CENTRAL
R900,LESION QUE OCUPA EL ESPACIO INTRACRANEAL,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R900      LESION QUE OCUPA EL ESPACIO INTRACRANEAL
R908,OTROS HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL SISTEMA NERVIOSO CENTRAL,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R908      OTROS HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL SISTEMA NERVIOSO CENTRAL
R91,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL PULMON,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R91       HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL PULMON
R92,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LA MAMA,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R92       HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LA MAMA
R93,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS DEL CUERPO,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R93       HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS DEL CUERPO
R930,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL CRANEO Y DE LA CABEZA NO CLASIFICADOS EN OTRA PARTE,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R930      HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL CRANEO Y DE LA CABEZA NO CLASIFICADOS EN OTRA PARTE
R931,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE CORAZON Y CIRCULACION CORONARIA,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R931      HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE CORAZON Y CIRCULACION CORONARIA
R932,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL HIGADO Y VIAS BILIARES,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R932      HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL HIGADO Y VIAS BILIARES
R933,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DE VIAS DIGESTIVAS,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R933      HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DE VIAS DIGESTIVAS
R934,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS ORGANOS URINARIOS,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R934      HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS ORGANOS URINARIOS
R935,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS REGIONES ABDOMINALES INCLUIDO RETROPERITONEO,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R935      HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS REGIONES ABDOMINALES INCLUIDO RETROPERITONEO
R936,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS MIEMBROS,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R936      HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS MIEMBROS
R937,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DEL SISTEMA OSTEOMUSCULAR,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R937      HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DEL SISTEMA OSTEOMUSCULAR
R938,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS ESPECIFICADAS DEL CUERPO,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R938      HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS ESPECIFICADAS DEL CUERPO
R94,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R94       RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES
R940,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO CENTRAL,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R940      RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO CENTRAL
R941,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO PERIFERICO Y SENTIDOS ESPECIALES,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R941      RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO PERIFERICO Y SENTIDOS ESPECIALES
R942,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL PULMON,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R942      RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL PULMON
R943,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES CARDIOVASCULARES,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R943      RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES CARDIOVASCULARES
R944,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL RIÑON,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R944      RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL RIÑON
R945,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL HIGADO,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R945      RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL HIGADO
R946,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DE LA TIROIDES,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R946      RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DE LA TIROIDES
R947,RESULTADOS ANORMALES EN OTROS ESTUDIOS FUNCIONALES ENDOCRINOS,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R947      RESULTADOS ANORMALES EN OTROS ESTUDIOS FUNCIONALES ENDOCRINOS
R948,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DE OTROS ORGANOS Y SISTEMAS,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R948      RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DE OTROS ORGANOS Y SISTEMAS
R95,SINDROME DE LA MUERTE SUBITA INFANTIL,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R95       SINDROME DE LA MUERTE SUBITA INFANTIL
R96,OTRAS MUERTES SUBITAS DE CAUSA DESCONOCIDA,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R96       OTRAS MUERTES SUBITAS DE CAUSA DESCONOCIDA
R960,MUERTE INSTANTANEA,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R960      MUERTE INSTANTANEA
R961,MUERTE QUE OCURRE EN MENOS DE 24 HORAS DEL INICIO DE LOS SINTOMAS NO EXPLICADA DE OTRA FORMA,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R961      MUERTE QUE OCURRE EN MENOS DE 24 HORAS DEL INICIO DE LOS SINTOMAS NO EXPLICADA DE OTRA FORMA
R98,MUERTE SIN ASISTENCIA,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R98       MUERTE SIN ASISTENCIA
R99,OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD,"HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMÁGENES Y EN ESTUDIOS FUNCIONALES, SIN DIAGNÓSTICO",R99       OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD
S00,TRAUMATISMO SUPERFICIAL DE LA CABEZA,TRAUMATISMO DE LA CABEZA,S00       TRAUMATISMO SUPERFICIAL DE LA CABEZA
S000,TRAUMATISMO SUPERFICIAL DEL CUERO CABELLUDO,TRAUMATISMO DE LA CABEZA,S000      TRAUMATISMO SUPERFICIAL DEL CUERO CABELLUDO
S001,CONTUSION DE LOS PARPADOS Y DE LA REGION PERIOCULAR,TRAUMATISMO DE LA CABEZA,S001      CONTUSION DE LOS PARPADOS Y DE LA REGION PERIOCULAR
S002,OTROS TRAUMATISMOS SUPERFICIALES DEL PARPADO Y DE LA REGION PERIOCULAR,TRAUMATISMO DE LA CABEZA,S002      OTROS TRAUMATISMOS SUPERFICIALES DEL PARPADO Y DE LA REGION PERIOCULAR
S003,TRAUMATISMO SUPERFICIAL DE LA NARIZ,TRAUMATISMO DE LA CABEZA,S003      TRAUMATISMO SUPERFICIAL DE LA NARIZ
S004,TRAUMATISMO SUPERFICIAL DEL OIDO,TRAUMATISMO DE LA CABEZA,S004      TRAUMATISMO SUPERFICIAL DEL OIDO
S005,TRAUMATISMO SUPERFICIAL DEL LABIO Y DE LA CAVIDAD BUCAL,TRAUMATISMO DE LA CABEZA,S005      TRAUMATISMO SUPERFICIAL DEL LABIO Y DE LA CAVIDAD BUCAL
S007,TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CABEZA,TRAUMATISMO DE LA CABEZA,S007      TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CABEZA
S008,TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DE LA CABEZA,TRAUMATISMO DE LA CABEZA,S008      TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DE LA CABEZA
S009,TRAUMATISMO SUPERFICIAL DE LA CABEZA PARTE NO ESPECIFICADA,TRAUMATISMO DE LA CABEZA,S009      TRAUMATISMO SUPERFICIAL DE LA CABEZA PARTE NO ESPECIFICADA
S01,HERIDA DE LA CABEZA,TRAUMATISMO DE LA CABEZA,S01       HERIDA DE LA CABEZA
S010,HERIDA DEL CUERO CABELLUDO,TRAUMATISMO DE LA CABEZA,S010      HERIDA DEL CUERO CABELLUDO
S011,HERIDA DEL PARPADO Y DE LA REGION PERIOCULAR,TRAUMATISMO DE LA CABEZA,S011      HERIDA DEL PARPADO Y DE LA REGION PERIOCULAR
S012,HERIDA DE LA NARIZ,TRAUMATISMO DE LA CABEZA,S012      HERIDA DE LA NARIZ
S013,HERIDA DEL OIDO,TRAUMATISMO DE LA CABEZA,S013      HERIDA DEL OIDO
S014,HERIDA DE LA MEJILLA Y DE LA REGION TEMPOROMANDIBULAR,TRAUMATISMO DE LA CABEZA,S014      HERIDA DE LA MEJILLA Y DE LA REGION TEMPOROMANDIBULAR
S015,HERIDA DEL LABIO Y DE LA CAVIDAD BUCAL,TRAUMATISMO DE LA CABEZA,S015      HERIDA DEL LABIO Y DE LA CAVIDAD BUCAL
S017,HERIDAS MULTIPLES DE LA CABEZA,TRAUMATISMO DE LA CABEZA,S017      HERIDAS MULTIPLES DE LA CABEZA
S018,HERIDA DE OTRAS PARTES DE LA CABEZA,TRAUMATISMO DE LA CABEZA,S018      HERIDA DE OTRAS PARTES DE LA CABEZA
S019,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA,TRAUMATISMO DE LA CABEZA,S019      HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
S02,FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA,TRAUMATISMO DE LA CABEZA,S02       FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
S020,FRACTURA DE LA BOVEDA DEL CRANEO,TRAUMATISMO DE LA CABEZA,S020      FRACTURA DE LA BOVEDA DEL CRANEO
S021,FRACTURA DE LA BASE DEL CRANEO,TRAUMATISMO DE LA CABEZA,S021      FRACTURA DE LA BASE DEL CRANEO
S022,FRACTURA DE LOS HUESOS DE LA NARIZ,TRAUMATISMO DE LA CABEZA,S022      FRACTURA DE LOS HUESOS DE LA NARIZ
S023,FRACTURA DEL SUELO DE LA ORBITA,TRAUMATISMO DE LA CABEZA,S023      FRACTURA DEL SUELO DE LA ORBITA
S024,FRACTURA DEL MALAR Y DEL HUESO MAXILAR SUPERIOR,TRAUMATISMO DE LA CABEZA,S024      FRACTURA DEL MALAR Y DEL HUESO MAXILAR SUPERIOR
S025,FRACTURA DE LOS DIENTES,TRAUMATISMO DE LA CABEZA,S025      FRACTURA DE LOS DIENTES
S026,FRACTURA DEL MAXILAR INFERIOR,TRAUMATISMO DE LA CABEZA,S026      FRACTURA DEL MAXILAR INFERIOR
S027,FRACTURAS MULTIPLES QUE COMPROMETEN EL CRANEO Y LOS HUESOS DE LA CARA,TRAUMATISMO DE LA CABEZA,S027      FRACTURAS MULTIPLES QUE COMPROMETEN EL CRANEO Y LOS HUESOS DE LA CARA
S028,FRACTURA DE OTROS HUESOS DEL CRANEO Y DE LA CARA,TRAUMATISMO DE LA CABEZA,S028      FRACTURA DE OTROS HUESOS DEL CRANEO Y DE LA CARA
S029,FRACTURA DEL CRANEO Y DE LOS HUESOS DE LA CARA PARTE NO  ESPECIFICADA,TRAUMATISMO DE LA CABEZA,S029      FRACTURA DEL CRANEO Y DE LOS HUESOS DE LA CARA PARTE NO  ESPECIFICADA
S03,LUXACION ESGUINCE Y TORCEDURA DE ARTICULACIONES Y LIGAMENTOS CABEZA,TRAUMATISMO DE LA CABEZA,S03       LUXACION ESGUINCE Y TORCEDURA DE ARTICULACIONES Y LIGAMENTOS CABEZA
S030,LUXACION DEL MAXILAR,TRAUMATISMO DE LA CABEZA,S030      LUXACION DEL MAXILAR
S031,LUXACION DEL CARTILAGO SEPTAL DE LA NARIZ,TRAUMATISMO DE LA CABEZA,S031      LUXACION DEL CARTILAGO SEPTAL DE LA NARIZ
S032,LUXACION DE DIENTE,TRAUMATISMO DE LA CABEZA,S032      LUXACION DE DIENTE
S033,LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CABEZA,TRAUMATISMO DE LA CABEZA,S033      LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CABEZA
S034,ESGUINCES Y TORCEDURAS DEL MAXILAR,TRAUMATISMO DE LA CABEZA,S034      ESGUINCES Y TORCEDURAS DEL MAXILAR
S035,ESGUINCE Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CABEZA,TRAUMATISMO DE LA CABEZA,S035      ESGUINCE Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CABEZA
S04,TRAUMATISMO DE NERVIOS CRANEALES,TRAUMATISMO DE LA CABEZA,S04       TRAUMATISMO DE NERVIOS CRANEALES
S040,TRAUMATISMO DEL NERVIO OPTICO [II PAR] Y DE LAS VIAS OPTICAS,TRAUMATISMO DE LA CABEZA,S040      TRAUMATISMO DEL NERVIO OPTICO [II PAR] Y DE LAS VIAS OPTICAS
S041,TRAUMATISMO DEL NERVIO MOTOR OCULAR COMUN III PAR,TRAUMATISMO DE LA CABEZA,S041      TRAUMATISMO DEL NERVIO MOTOR OCULAR COMUN III PAR
S042,TRAUMATISMO DEL NERVIO PATETICO IV PAR,TRAUMATISMO DE LA CABEZA,S042      TRAUMATISMO DEL NERVIO PATETICO IV PAR
S043,TRAUMATISMO DEL NERVIO TRIGEMINO V PAR,TRAUMATISMO DE LA CABEZA,S043      TRAUMATISMO DEL NERVIO TRIGEMINO V PAR
S044,TRAUMATISMO DEL NERVIO MOTOR OCULAR EXTERNO VI PAR,TRAUMATISMO DE LA CABEZA,S044      TRAUMATISMO DEL NERVIO MOTOR OCULAR EXTERNO VI PAR
S045,TRAUMATISMO DEL NERVIO FACIAL VII PAR,TRAUMATISMO DE LA CABEZA,S045      TRAUMATISMO DEL NERVIO FACIAL VII PAR
S046,TRAUMATISMO DEL NERVIO ACUSTICO VIII PAR,TRAUMATISMO DE LA CABEZA,S046      TRAUMATISMO DEL NERVIO ACUSTICO VIII PAR
S047,TRAUMATISMO DEL NERVIO ESPINAL XI PAR,TRAUMATISMO DE LA CABEZA,S047      TRAUMATISMO DEL NERVIO ESPINAL XI PAR
S048,TRAUMATISMO DE OTROS NERVIOS CRANEALES,TRAUMATISMO DE LA CABEZA,S048      TRAUMATISMO DE OTROS NERVIOS CRANEALES
S049,TRAUMATISMO DE NERVIOS CRANEALES NO ESPECIFICADO,TRAUMATISMO DE LA CABEZA,S049      TRAUMATISMO DE NERVIOS CRANEALES NO ESPECIFICADO
S05,TRAUMATISMO DEL OJO Y DE LA ORBITA,TRAUMATISMO DE LA CABEZA,S05       TRAUMATISMO DEL OJO Y DE LA ORBITA
S050,TRAUMATISMO CONJUNTIVA Y ABRASION CORNEAL SIN MENCION CUERPO EXTRAÑO,TRAUMATISMO DE LA CABEZA,S050      TRAUMATISMO CONJUNTIVA Y ABRASION CORNEAL SIN MENCION CUERPO EXTRAÑO
S051,CONTUSION DEL GLOBO OCULAR Y DEL TEJIDO ORBITARIO,TRAUMATISMO DE LA CABEZA,S051      CONTUSION DEL GLOBO OCULAR Y DEL TEJIDO ORBITARIO
S052,LACERACION Y RUPTURA OCULAR CON PROLAPSO O PERDIDA TEJIDO INTRAOCULAR,TRAUMATISMO DE LA CABEZA,S052      LACERACION Y RUPTURA OCULAR CON PROLAPSO O PERDIDA TEJIDO INTRAOCULAR
S053,LACERACION OCULAR SIN PROLAPSO O PERDIDA DEL TEJIDO INTRAOCULAR,TRAUMATISMO DE LA CABEZA,S053      LACERACION OCULAR SIN PROLAPSO O PERDIDA DEL TEJIDO INTRAOCULAR
S054,HERIDA PENETRANTE DE LA ORBITA CON O SIN CUERPO EXTRAÑO,TRAUMATISMO DE LA CABEZA,S054      HERIDA PENETRANTE DE LA ORBITA CON O SIN CUERPO EXTRAÑO
S055,HERIDA PENETRANTE DEL GLOBO OCULAR CON CUERPO EXTRAÑO,TRAUMATISMO DE LA CABEZA,S055      HERIDA PENETRANTE DEL GLOBO OCULAR CON CUERPO EXTRAÑO
S056,HERIDA PENETRANTE DEL GLOBO OCULAR SIN CUERPO EXTRAÑO,TRAUMATISMO DE LA CABEZA,S056      HERIDA PENETRANTE DEL GLOBO OCULAR SIN CUERPO EXTRAÑO
S057,AVULSION DE OJO,TRAUMATISMO DE LA CABEZA,S057      AVULSION DE OJO
S058,OTROS TRAUMATISMOS DEL OJO Y DE LA ORBITA,TRAUMATISMO DE LA CABEZA,S058      OTROS TRAUMATISMOS DEL OJO Y DE LA ORBITA
S059,TRAUMATISMO DEL OJO Y DE LA ORBITA NO ESPECIFICADO,TRAUMATISMO DE LA CABEZA,S059      TRAUMATISMO DEL OJO Y DE LA ORBITA NO ESPECIFICADO
S06,TRAUMATISMO INTRACRANEAL,TRAUMATISMO DE LA CABEZA,S06       TRAUMATISMO INTRACRANEAL
S060,CONCUSION,TRAUMATISMO DE LA CABEZA,S060      CONCUSION
S061,EDEMA CEREBRAL TRAUMATICO,TRAUMATISMO DE LA CABEZA,S061      EDEMA CEREBRAL TRAUMATICO
S062,TRAUMATISMO CEREBRAL DIFUSO,TRAUMATISMO DE LA CABEZA,S062      TRAUMATISMO CEREBRAL DIFUSO
S063,TRAUMATISMO CEREBRAL FOCAL,TRAUMATISMO DE LA CABEZA,S063      TRAUMATISMO CEREBRAL FOCAL
S064,HEMORRAGIA EPIDURAL,TRAUMATISMO DE LA CABEZA,S064      HEMORRAGIA EPIDURAL
S065,HEMORRAGIA SUBDURAL TRAUMATICA,TRAUMATISMO DE LA CABEZA,S065      HEMORRAGIA SUBDURAL TRAUMATICA
S066,HEMORRAGIA SUBARACNOIDEA TRAUMATICA,TRAUMATISMO DE LA CABEZA,S066      HEMORRAGIA SUBARACNOIDEA TRAUMATICA
S067,TRAUMATISMO INTRACRANEAL CON COMA PROLONGADO,TRAUMATISMO DE LA CABEZA,S067      TRAUMATISMO INTRACRANEAL CON COMA PROLONGADO
S068,OTROS TRAUMATISMOS INTRACRANEALES,TRAUMATISMO DE LA CABEZA,S068      OTROS TRAUMATISMOS INTRACRANEALES
S069,TRAUMATISMO INTRACRANEAL NO ESPECIFICADO,TRAUMATISMO DE LA CABEZA,S069      TRAUMATISMO INTRACRANEAL NO ESPECIFICADO
